#F /pylatus/users/ch6621/pellets/CuFoil_Cu_exafs.dat
#E 1686136625
#D Wed Jun 07 13:17:05 2023
#C experiment  User = opd31

#O0   sl02t  sl02b  sl02r  sl02l  sl01t  sl01b  sl01gap
#O1 sl01off  gap  roll  mono  Mono piz  Mono roll  sl01l  sl01r
#O2 sl01hg  sl01ho  piezo  pitch  blow1  blow2  shutter  xslide
#O3 cone  vee  flat  BPM  enertr  nanodac_sp  nanodac_ramp  
#o0  sl02t sl02b sl02r sl02l sl01t sl01b sl01gap
#o1 sl01off gap roll mono piz rollpi sl01l sl01r
#o2 sl01hg sl01ho piezo pitch blow1 blow2 shutter xslide
#o3 cone vee flat BPM enertr nd1 nd1ramp 
#J0 Seconds  mon1  Det1  Det2  Det3  Det4  Det5  Det6
#J1 mon2  mon3  mon4  ion1_1  ion1_2  ion1_3  ion2_1  ion2_2
#J2 blower  cryostat  mocoin  cpiz  cyaw  srcur  outb  roi00
#J3 roi01  Etheta  Emono  energy  cryo700  mcatot  blower1  blower2
#J4 cryoex  cryosam  monoenc  monosteps  oscmain  oscquad  nd1_c  xicr
#J5 xocr  
#j0 sec mon1 d1 d2 d3 d4 d5 d6
#j1 mon2 mon3 mon4 ion1_1 ion1_2 ion1_3 ion2_1 ion2_2
#j2 blower cryo mocoin cpiz cyaw srcur outb roi00
#j3 roi01 Etheta Emono energy cryo700 mcatot blower1 blower2
#j4 cryoex cryosam monoenc monostp oscmain oscquad nd1_c xicr
#j5 xocr 


#S 1  zapline mono 12.8717 11.8916 2141 100 
#D Wed Jun 07 13:19:17 2023
#T 100  (ms)
#G0 0
#G1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
#G3 0 0 0 0 0 0 0 0 0
#G4 0
#Q 
#P0  16.399938 11 14.86 7.74 43.359375 45.316563 88.676
#P1 -0.9785 7.7999 2.9199107 11.8916 44.445869 60.000916 41.6213 43.5281
#P2 85.1495 -0.9535 74 1.8442347 20 141 1 0
#P3 -0.4 -0.4 -0.4 -50 0 20 0.0165 
#UMI0     Current AutoM      Shutter    
#UMI1      197.29    ON     FE open     
#UMI2 Refill in 2444 sec, Fill Mode: 7/8 multibunch / Message: Jun  7 13:01 Delivery:Next Refill at 14:00; 
#N 19
#L mon_1    Det_1  Det_2  Det_3  Det_4  Det_5  Det_6  mon_2  mon_3  mon_4  ion_1_1  ion_1_2  ion_1_3  ion_2_1  ion_2_2  TwoTheta  ZapEnergy  ZSrcur  xmap_roi00
 10 0 0 0 0 0 0 0 0 17587 27 10591 14 6 5 12.871543 8.8800955 197.61365 0
 10 0 0 0 0 0 0 0 0 17600 28 10605 15 7 4 12.870898 8.8805323 197.61365 0
 11 0 0 0 0 0 0 0 0 17608 27 10616 14 6 5 12.870186 8.8810167 197.61365 0
 10 0 0 0 0 0 0 0 0 17606 28 10613 15 6 5 12.869503 8.8814793 197.61365 0
 10 0 0 0 0 0 0 0 0 17592 27 10606 15 7 4 12.868755 8.8819866 197.61365 0
 10 0 0 0 0 0 0 0 0 17600 28 10619 14 6 5 12.867954 8.8825302 197.61365 0
 11 0 0 0 0 0 0 0 0 17610 27 10628 15 7 5 12.867154 8.8830738 197.61365 0
 10 0 0 0 0 0 0 0 0 17593 28 10618 15 6 4 12.866406 8.8835812 197.61365 0
 10 0 0 0 0 0 0 0 0 17586 27 10617 14 7 5 12.865605 8.8841248 197.61365 0
 10 0 0 0 0 0 0 0 0 17596 28 10626 15 6 5 12.864758 8.8846998 197.61365 0
 10 0 0 0 0 0 0 0 0 17606 27 10632 15 7 5 12.863897 8.8852844 197.61365 0
 11 0 0 0 0 0 0 0 0 17578 28 10623 14 6 4 12.863073 8.8858442 197.61365 0
 10 0 0 0 0 0 0 0 0 17583 27 10627 15 7 5 12.862242 8.8864088 197.60843 0
 10 0 0 0 0 0 0 0 0 17596 27 10638 15 6 5 12.861387 8.8869886 197.60843 0
 10 0 0 0 0 0 0 0 0 17605 28 10650 14 6 4 12.860534 8.8875694 197.60843 0
 11 0 0 0 0 0 0 0 0 17577 28 10631 15 7 5 12.859698 8.8881369 197.60843 0
 10 0 0 0 0 0 0 0 0 17573 27 10636 15 6 5 12.858871 8.8886995 197.60843 0
 10 0 0 0 0 0 0 0 0 17584 27 10648 14 7 5 12.858005 8.8892879 197.60843 0
 10 0 0 0 0 0 0 0 0 17593 28 10657 15 6 4 12.857178 8.8898497 197.60843 0
 11 0 0 0 0 0 0 0 0 17588 27 10655 14 7 5 12.856358 8.8904076 197.60843 0
 10 0 0 0 0 0 0 0 0 17576 28 10649 15 6 5 12.855522 8.890975 197.60843 0
 10 0 0 0 0 0 0 0 0 17587 27 10658 15 7 4 12.854672 8.8915539 197.60843 0
 10 0 0 0 0 0 0 0 0 17585 27 10664 14 6 5 12.853826 8.8921289 197.60843 0
 10 0 0 0 0 0 0 0 0 17577 27 10663 15 6 5 12.853028 8.8926716 197.60843 0
 11 0 0 0 0 0 0 0 0 17571 28 10657 15 7 4 12.852216 8.8932238 197.60843 0
